order_id,order_date,category,product,unit_price_try,quantity,discount_pct,revenue_try,region,channel,customer_rating
ORD-11661,2025-01-26,Sports & Outdoor,Yoga Mat,154.09,1,0,154.09,Aegean,Website,3
ORD-11463,2025-01-26,Beauty,Lipstick,234.22,1,0,234.22,Aegean,Mobile App,4
ORD-11088,2025-01-26,Sports & Outdoor,Bike Lock,217.68,1,15,185.03,Aegean,Website,5
ORD-12138,2025-01-27,Sports & Outdoor,Backpack,107.84,1,0,107.84,Southeastern Anatolia,Website,5
ORD-11818,2025-01-27,Apparel,Cap,60.98,1,0,60.98,Marmara,Desktop,5
ORD-11593,2025-01-27,Home & Living,Storage Box Set,308.0,1,30,215.6,Aegean,Mobile App,1
ORD-11949,2025-01-28,Apparel,Sock Set,322.48,2,0,644.96,Marmara,Website,5
ORD-10233,2025-01-28,Home & Living,Aroma Diffuser,322.99,1,10,290.69,Marmara,Desktop,4
ORD-12147,2025-01-29,Beauty,Face Serum,104.0,1,0,104.0,Central Anatolia,Mobile App,5
ORD-11128,2025-01-29,Electronics,Phone Case,767.55,1,0,767.55,Central Anatolia,Website,5
ORD-11954,2025-01-30,Apparel,Sock Set,175.59,1,30,122.91,Marmara,Website,4
ORD-11918,2025-01-30,Beauty,Shampoo,169.87,1,0,169.87,Mediterranean,Website,4
ORD-12032,2025-01-30,Electronics,Smart Watch,718.02,2,0,1436.04,Mediterranean,Mobile App,5
ORD-11580,2025-01-30,Beauty,Shampoo,149.92,1,10,134.93,Marmara,Mobile App,4
ORD-12246,2025-01-30,Apparel,Sweatshirt,255.84,2,0,511.68,Mediterranean,Desktop,1
ORD-11020,2025-01-31,Electronics,Smart Watch,1101.21,1,0,1101.21,Central Anatolia,Mobile App,5
ORD-11351,2025-01-31,Beauty,Moisturizing Cream,308.57,1,0,308.57,Aegean,Website,4
ORD-11409,2025-01-31,Electronics,Smart Watch,917.78,2,0,1835.56,Aegean,Desktop,3
ORD-10600,2025-01-31,Electronics,Smart Watch,741.58,2,0,1483.16,Central Anatolia,Mobile App,5
ORD-11497,2025-02-01,Apparel,Basic T-Shirt,326.83,1,0,326.83,Mediterranean,Mobile App,5
ORD-11136,2025-02-01,Electronics,Smart Watch,859.9,1,20,687.92,Marmara,Mobile App,2
ORD-12388,2025-02-02,Home & Living,Aroma Diffuser,87.51,1,0,87.51,Mediterranean,Mobile App,3
ORD-10514,2025-02-02,Apparel,Sports Shorts,185.5,1,0,185.5,Marmara,Mobile App,2
ORD-10720,2025-02-02,Electronics,Smart Watch,975.22,1,0,975.22,Southeastern Anatolia,Mobile App,5
ORD-11859,2025-02-02,Beauty,Lipstick,233.22,1,20,186.58,Black Sea,Website,4
ORD-12137,2025-02-02,Apparel,Sock Set,198.01,1,0,198.01,Black Sea,Mobile App,4
ORD-11014,2025-02-03,Sports & Outdoor,Bike Lock,144.48,1,20,115.58,Marmara,Mobile App,4
ORD-10774,2025-02-03,Beauty,Moisturizing Cream,370.9,1,15,315.26,Aegean,Mobile App,4
ORD-11086,2025-02-03,Sports & Outdoor,Fitness Band,198.02,1,0,198.02,Marmara,Desktop,5
ORD-11997,2025-02-03,Electronics,Smart Watch,1186.14,1,0,1186.14,Central Anatolia,Website,4
ORD-11900,2025-02-03,Electronics,Wireless Earbuds,164.94,1,10,148.45,Marmara,Website,4
ORD-10742,2025-02-04,Apparel,Sports Shorts,259.32,3,0,777.96,Central Anatolia,Website,3
ORD-12281,2025-02-04,Home & Living,Storage Box Set,213.6,1,0,213.6,Central Anatolia,Mobile App,3
ORD-12140,2025-02-05,Electronics,Smart Watch,526.7,2,0,1053.4,Mediterranean,Mobile App,5
ORD-11946,2025-02-06,Apparel,Sweatshirt,93.96,1,20,75.17,Central Anatolia,Website,4
ORD-10938,2025-02-06,Beauty,Shampoo,263.97,2,0,527.94,Marmara,Website,3
ORD-11804,2025-02-07,Home & Living,Aroma Diffuser,404.8,1,0,404.8,Central Anatolia,Website,4
ORD-11775,2025-02-07,Apparel,Basic T-Shirt,106.07,1,30,74.25,Marmara,Mobile App,4
ORD-10301,2025-02-07,Beauty,Moisturizing Cream,239.84,2,10,431.71,Marmara,Desktop,4
ORD-10753,2025-02-07,Sports & Outdoor,Bike Lock,252.53,1,0,252.53,Central Anatolia,Mobile App,5
ORD-11465,2025-02-08,Electronics,Phone Case,599.42,1,0,599.42,Marmara,Mobile App,4
ORD-10122,2025-02-08,Sports & Outdoor,Fitness Band,569.31,1,0,569.31,Marmara,Website,4
ORD-11435,2025-02-08,Apparel,Sweatshirt,133.14,2,20,213.02,Aegean,Website,4
ORD-10490,2025-02-09,Apparel,Sports Shorts,270.76,1,0,270.76,Black Sea,Mobile App,4
ORD-11940,2025-02-09,Home & Living,Candle Set,247.45,2,0,494.9,Black Sea,Website,5
ORD-11296,2025-02-09,Beauty,Shampoo,209.11,1,0,209.11,Black Sea,Mobile App,1
ORD-10232,2025-02-10,Electronics,Phone Case,1064.29,1,0,1064.29,Aegean,Website,5
ORD-10489,2025-02-10,Electronics,Phone Case,773.49,1,0,773.49,Aegean,Mobile App,2
ORD-11417,2025-02-11,Apparel,Sweatshirt,205.07,1,0,205.07,Aegean,Website,5
ORD-10800,2025-02-11,Beauty,Sunscreen,384.62,1,0,384.62,Marmara,Mobile App,5
ORD-10059,2025-02-12,Beauty,Moisturizing Cream,92.89,1,0,92.89,Marmara,Website,5
ORD-10097,2025-02-12,Home & Living,Storage Box Set,108.07,1,0,108.07,Marmara,Mobile App,4
ORD-11029,2025-02-12,Electronics,Wireless Earbuds,1079.84,1,15,917.86,Central Anatolia,Mobile App,3
ORD-10646,2025-02-13,Apparel,Cap,237.71,2,0,475.42,Marmara,Mobile App,4
ORD-10846,2025-02-13,Beauty,Shampoo,351.23,1,0,351.23,Central Anatolia,Mobile App,5
ORD-11695,2025-02-14,Beauty,Face Serum,341.91,1,0,341.91,Marmara,Website,5
ORD-10808,2025-02-14,Apparel,Sports Shorts,335.74,1,0,335.74,Eastern Anatolia,Website,4
ORD-10156,2025-02-15,Home & Living,LED Desk Lamp,141.52,1,0,141.52,Central Anatolia,Mobile App,5
ORD-11208,2025-02-15,Apparel,Basic T-Shirt,222.86,1,10,200.57,Marmara,Website,5
ORD-11161,2025-02-15,Beauty,Face Serum,225.95,2,0,451.9,Black Sea,Mobile App,3
ORD-11812,2025-02-16,Beauty,Face Serum,208.45,1,0,208.45,Central Anatolia,Mobile App,4
ORD-10165,2025-02-16,Electronics,Smart Watch,767.68,3,0,2303.04,Central Anatolia,Mobile App,5
ORD-10529,2025-02-16,Electronics,Power Bank,523.77,1,0,523.77,Southeastern Anatolia,Mobile App,4
ORD-12357,2025-02-16,Electronics,Smart Watch,252.59,1,0,252.59,Mediterranean,Mobile App,4
ORD-10401,2025-02-17,Sports & Outdoor,Fitness Band,278.73,1,0,278.73,Central Anatolia,Mobile App,5
ORD-10757,2025-02-17,Apparel,Basic T-Shirt,269.69,1,0,269.69,Central Anatolia,Mobile App,5
ORD-12312,2025-02-17,Apparel,Sock Set,60.41,1,0,60.41,Eastern Anatolia,Mobile App,5
ORD-12166,2025-02-18,Apparel,Cap,234.19,1,0,234.19,Mediterranean,Mobile App,5
ORD-10383,2025-02-18,Apparel,Cap,123.53,1,0,123.53,Aegean,Website,4
ORD-10137,2025-02-18,Apparel,Sock Set,338.71,1,0,338.71,Marmara,Desktop,4
ORD-10558,2025-02-18,Electronics,Wireless Earbuds,544.24,2,0,1088.48,Eastern Anatolia,Website,5
ORD-11740,2025-02-18,Beauty,Shampoo,109.16,1,15,92.79,Black Sea,Website,5
ORD-11654,2025-02-19,Apparel,Sock Set,269.28,1,15,228.89,Marmara,Desktop,4
ORD-10310,2025-02-19,Beauty,Sunscreen,236.93,2,0,473.86,Central Anatolia,Website,4
ORD-11026,2025-02-19,Electronics,Smart Watch,573.81,3,0,1721.43,Mediterranean,Mobile App,3
ORD-10784,2025-02-19,Beauty,Moisturizing Cream,177.62,1,0,177.62,Southeastern Anatolia,Mobile App,4
ORD-11379,2025-02-20,Home & Living,Aroma Diffuser,100.87,2,0,201.74,Marmara,Mobile App,5
ORD-11104,2025-02-20,Apparel,Sweatshirt,212.11,1,10,190.9,Mediterranean,Desktop,5
ORD-11829,2025-02-21,Apparel,Sports Shorts,116.6,1,10,104.94,Marmara,Mobile App,4
ORD-12090,2025-02-21,Electronics,Wireless Earbuds,245.99,1,0,245.99,Black Sea,Mobile App,4
ORD-10149,2025-02-22,Apparel,Sweatshirt,335.05,1,0,335.05,Southeastern Anatolia,Mobile App,2
ORD-10617,2025-02-22,Apparel,Sock Set,70.12,1,0,70.12,Black Sea,Mobile App,5
ORD-11022,2025-02-22,Beauty,Sunscreen,196.52,2,15,334.08,Central Anatolia,Website,5
ORD-11150,2025-02-22,Electronics,Bluetooth Speaker,331.4,1,15,281.69,Central Anatolia,Mobile App,2
ORD-10433,2025-02-23,Home & Living,LED Desk Lamp,332.57,1,0,332.57,Black Sea,Website,4
ORD-10661,2025-02-23,Sports & Outdoor,Water Bottle,304.2,1,15,258.57,Mediterranean,Desktop,3
ORD-11925,2025-02-23,Beauty,Face Serum,212.84,1,0,212.84,Marmara,Mobile App,5
ORD-11235,2025-02-23,Beauty,Sunscreen,395.74,1,0,395.74,Aegean,Mobile App,1
ORD-11989,2025-02-24,Electronics,Wireless Earbuds,694.55,1,0,694.55,Mediterranean,Website,5
ORD-10727,2025-02-24,Home & Living,Candle Set,400.53,1,0,400.53,Marmara,Mobile App,5
ORD-10801,2025-02-25,Beauty,Sunscreen,177.67,1,10,159.9,Marmara,Website,5
ORD-11824,2025-02-25,Electronics,Wireless Earbuds,449.39,1,0,449.39,Marmara,Website,5
ORD-12297,2025-02-25,Sports & Outdoor,Fitness Band,449.12,1,15,381.75,Marmara,Mobile App,4
ORD-11952,2025-02-25,Apparel,Sports Shorts,176.79,1,0,176.79,Mediterranean,Mobile App,2
ORD-11187,2025-02-25,Electronics,Phone Case,493.24,1,0,493.24,Marmara,Website,4
ORD-11108,2025-02-25,Apparel,Sports Shorts,179.07,2,15,304.42,Mediterranean,Website,5
ORD-11189,2025-02-26,Electronics,Wireless Earbuds,1142.38,1,0,1142.38,Mediterranean,Mobile App,4
ORD-11674,2025-02-26,Sports & Outdoor,Fitness Band,512.42,1,10,461.18,Eastern Anatolia,Website,4
ORD-11691,2025-02-26,Home & Living,LED Desk Lamp,142.35,1,0,142.35,Southeastern Anatolia,Mobile App,4
ORD-10048,2025-02-27,Electronics,Power Bank,176.62,3,10,476.87,Mediterranean,Mobile App,5
ORD-10237,2025-02-28,Home & Living,Candle Set,267.68,1,0,267.68,Eastern Anatolia,Desktop,5
ORD-10199,2025-03-01,Beauty,Lipstick,318.72,1,0,318.72,Black Sea,Desktop,5
ORD-11455,2025-03-01,Apparel,Cap,205.74,2,0,411.48,Central Anatolia,Mobile App,3
ORD-10029,2025-03-01,Beauty,Face Serum,398.76,3,0,1196.28,Southeastern Anatolia,Mobile App,5
ORD-11126,2025-03-01,Apparel,Basic T-Shirt,233.47,1,0,233.47,Eastern Anatolia,Mobile App,4
ORD-10099,2025-03-02,Apparel,Sweatshirt,71.85,1,0,71.85,Marmara,Mobile App,5
ORD-11089,2025-03-02,Beauty,Shampoo,233.29,1,0,233.29,Central Anatolia,Mobile App,4
ORD-12116,2025-03-02,Beauty,Sunscreen,179.0,1,0,179.0,Marmara,Mobile App,5
ORD-11371,2025-03-02,Electronics,Smart Watch,696.19,1,0,696.19,Central Anatolia,Website,5
ORD-12070,2025-03-02,Beauty,Moisturizing Cream,71.64,1,0,71.64,Aegean,Mobile App,4
ORD-11807,2025-03-04,Beauty,Shampoo,377.06,1,10,339.35,Aegean,Mobile App,2
ORD-11447,2025-03-04,Sports & Outdoor,Yoga Mat,485.75,1,0,485.75,Marmara,Mobile App,3
ORD-10883,2025-03-04,Apparel,Sports Shorts,222.96,1,0,222.96,Central Anatolia,Website,1
ORD-12343,2025-03-05,Sports & Outdoor,Bike Lock,364.11,1,0,364.11,Southeastern Anatolia,Mobile App,3
ORD-10923,2025-03-05,Electronics,Wireless Earbuds,821.06,1,30,574.74,Marmara,Mobile App,2
ORD-11625,2025-03-06,Apparel,Sweatshirt,106.49,1,0,106.49,Marmara,Website,4
ORD-11622,2025-03-06,Apparel,Sports Shorts,90.73,1,0,90.73,Central Anatolia,Website,2
ORD-10011,2025-03-06,Electronics,Phone Case,594.57,1,0,594.57,Marmara,Mobile App,4
ORD-10290,2025-03-06,Apparel,Sweatshirt,301.95,1,0,301.95,Marmara,Mobile App,5
ORD-11184,2025-03-06,Apparel,Sock Set,163.45,1,10,147.1,Marmara,Mobile App,2
ORD-11226,2025-03-06,Apparel,Sweatshirt,311.62,1,0,311.62,Aegean,Mobile App,3
ORD-12110,2025-03-07,Home & Living,Candle Set,269.07,1,0,269.07,Marmara,Website,3
ORD-11639,2025-03-07,Beauty,Moisturizing Cream,313.87,1,0,313.87,Aegean,Mobile App,5
ORD-10349,2025-03-07,Beauty,Face Serum,223.1,2,0,446.2,Central Anatolia,Mobile App,4
ORD-10345,2025-03-07,Electronics,Wireless Earbuds,1055.09,1,0,1055.09,Marmara,Website,5
ORD-10944,2025-03-07,Home & Living,Candle Set,324.34,2,0,648.68,Central Anatolia,Desktop,5
ORD-12172,2025-03-08,Home & Living,Throw Blanket,334.6,2,0,669.2,Central Anatolia,Mobile App,2
ORD-11696,2025-03-09,Electronics,Phone Case,687.01,1,0,687.01,Mediterranean,Mobile App,5
ORD-11780,2025-03-09,Electronics,Phone Case,237.07,1,0,237.07,Southeastern Anatolia,Mobile App,5
ORD-10257,2025-03-10,Electronics,Smart Watch,923.72,2,0,1847.44,Marmara,Mobile App,4
ORD-11713,2025-03-10,Home & Living,Storage Box Set,288.2,1,20,230.56,Marmara,Mobile App,4
ORD-11787,2025-03-10,Beauty,Sunscreen,350.09,1,20,280.07,Central Anatolia,Mobile App,5
ORD-10837,2025-03-10,Electronics,Bluetooth Speaker,601.86,1,0,601.86,Central Anatolia,Website,5
ORD-11855,2025-03-10,Home & Living,LED Desk Lamp,246.4,1,0,246.4,Southeastern Anatolia,Mobile App,5
ORD-12011,2025-03-11,Electronics,Power Bank,807.77,2,0,1615.54,Central Anatolia,Website,1
ORD-10884,2025-03-12,Electronics,Wireless Earbuds,795.82,2,20,1273.31,Central Anatolia,Mobile App,5
ORD-11590,2025-03-13,Electronics,Bluetooth Speaker,338.48,1,0,338.48,Southeastern Anatolia,Mobile App,5
ORD-10207,2025-03-13,Apparel,Sports Shorts,119.07,1,0,119.07,Aegean,Mobile App,5
ORD-12058,2025-03-13,Electronics,Wireless Earbuds,414.25,1,0,414.25,Marmara,Website,4
ORD-11652,2025-03-14,Beauty,Shampoo,156.64,1,0,156.64,Mediterranean,Mobile App,5
ORD-10160,2025-03-14,Home & Living,LED Desk Lamp,349.43,1,0,349.43,Aegean,Mobile App,3
ORD-10101,2025-03-14,Apparel,Cap,199.53,1,0,199.53,Marmara,Mobile App,5
ORD-10173,2025-03-14,Apparel,Basic T-Shirt,173.57,1,20,138.86,Black Sea,Mobile App,4
ORD-12042,2025-03-14,Electronics,Bluetooth Speaker,183.38,1,0,183.38,Central Anatolia,Website,1
ORD-10452,2025-03-15,Electronics,Phone Case,548.05,1,0,548.05,Marmara,Mobile App,4
ORD-10585,2025-03-16,Apparel,Sweatshirt,205.1,1,0,205.1,Central Anatolia,Mobile App,5
ORD-11651,2025-03-17,Electronics,Wireless Earbuds,386.13,1,0,386.13,Eastern Anatolia,Mobile App,4
ORD-10242,2025-03-17,Beauty,Face Serum,332.52,2,0,665.04,Eastern Anatolia,Website,4
ORD-11640,2025-03-17,Electronics,Phone Case,961.12,1,0,961.12,Mediterranean,Website,3
ORD-11355,2025-03-17,Electronics,Wireless Earbuds,283.68,1,20,226.94,Mediterranean,Website,5
ORD-12374,2025-03-18,Electronics,Wireless Earbuds,772.92,1,0,772.92,Southeastern Anatolia,Mobile App,2
ORD-12373,2025-03-19,Home & Living,Storage Box Set,121.89,2,0,243.78,Marmara,Desktop,5
ORD-10088,2025-03-19,Home & Living,Candle Set,173.03,1,0,173.03,Southeastern Anatolia,Website,5
ORD-11692,2025-03-19,Home & Living,LED Desk Lamp,158.45,1,0,158.45,Marmara,Website,4
ORD-12346,2025-03-20,Electronics,Bluetooth Speaker,319.22,1,0,319.22,Mediterranean,Mobile App,4
ORD-11068,2025-03-20,Home & Living,Throw Blanket,237.17,1,15,201.59,Mediterranean,Mobile App,1
ORD-11427,2025-03-21,Electronics,Wireless Earbuds,1091.3,1,0,1091.3,Southeastern Anatolia,Desktop,3
ORD-11353,2025-03-23,Beauty,Shampoo,337.92,1,0,337.92,Aegean,Desktop,2
ORD-10391,2025-03-23,Beauty,Lipstick,266.79,1,15,226.77,Aegean,Mobile App,3
ORD-10223,2025-03-23,Electronics,Power Bank,835.93,1,0,835.93,Central Anatolia,Mobile App,5
ORD-10539,2025-03-24,Beauty,Lipstick,165.43,1,0,165.43,Central Anatolia,Mobile App,5
ORD-11514,2025-03-25,Sports & Outdoor,Water Bottle,293.27,1,10,263.94,Black Sea,Website,5
ORD-11155,2025-03-25,Apparel,Cap,144.21,2,0,288.42,Mediterranean,Desktop,3
ORD-11528,2025-03-25,Electronics,Power Bank,1066.2,1,10,959.58,Aegean,Mobile App,5
ORD-10610,2025-03-25,Electronics,Smart Watch,426.41,1,15,362.45,Black Sea,Website,3
ORD-10241,2025-03-27,Electronics,Phone Case,844.71,3,0,2534.13,Marmara,Mobile App,3
ORD-10699,2025-03-27,Apparel,Basic T-Shirt,202.7,1,0,202.7,Marmara,Website,4
ORD-10340,2025-03-28,Electronics,Bluetooth Speaker,743.6,1,30,520.52,Central Anatolia,Mobile App,5
ORD-10780,2025-03-28,Beauty,Lipstick,346.03,1,0,346.03,Mediterranean,Mobile App,4
ORD-11464,2025-03-28,Apparel,Cap,294.37,1,0,294.37,Aegean,Website,5
ORD-11783,2025-03-28,Electronics,Power Bank,1074.58,1,0,1074.58,Marmara,Mobile App,4
ORD-10629,2025-03-28,Sports & Outdoor,Backpack,144.6,1,0,144.6,Eastern Anatolia,Website,3
ORD-10154,2025-03-28,Apparel,Sock Set,100.61,1,0,100.61,Mediterranean,Mobile App,4
ORD-11244,2025-03-30,Electronics,Phone Case,283.78,1,0,283.78,Marmara,Website,5
ORD-12336,2025-03-30,Home & Living,Aroma Diffuser,354.4,1,0,354.4,Marmara,Website,3
ORD-10776,2025-03-31,Beauty,Sunscreen,295.28,1,20,236.22,Southeastern Anatolia,Mobile App,3
ORD-11010,2025-03-31,Electronics,Power Bank,453.59,1,0,453.59,Aegean,Website,4
ORD-11423,2025-03-31,Home & Living,Throw Blanket,366.9,1,10,330.21,Marmara,Website,5
ORD-11655,2025-03-31,Home & Living,Storage Box Set,120.48,1,0,120.48,Mediterranean,Mobile App,2
ORD-10060,2025-03-31,Home & Living,LED Desk Lamp,176.46,1,0,176.46,Aegean,Desktop,5
ORD-10925,2025-04-01,Beauty,Moisturizing Cream,294.71,2,0,589.42,Central Anatolia,Mobile App,3
ORD-12114,2025-04-03,Home & Living,Storage Box Set,362.03,3,10,977.48,Marmara,Mobile App,5
ORD-10115,2025-04-04,Apparel,Sports Shorts,306.71,1,0,306.71,Southeastern Anatolia,Desktop,5
ORD-11405,2025-04-04,Apparel,Cap,255.03,1,0,255.03,Southeastern Anatolia,Mobile App,5
ORD-11239,2025-04-05,Home & Living,Aroma Diffuser,253.54,1,0,253.54,Central Anatolia,Mobile App,5
ORD-10063,2025-04-06,Electronics,Wireless Earbuds,1127.3,2,0,2254.6,Mediterranean,Website,5
ORD-11873,2025-04-06,Home & Living,Aroma Diffuser,410.71,2,0,821.42,Mediterranean,Mobile App,3
ORD-11782,2025-04-06,Beauty,Sunscreen,120.83,1,0,120.83,Central Anatolia,Desktop,5
ORD-10982,2025-04-07,Electronics,Phone Case,1003.8,1,0,1003.8,Marmara,Website,3
ORD-10487,2025-04-09,Apparel,Cap,303.5,1,0,303.5,Southeastern Anatolia,Website,5
ORD-10086,2025-04-09,Electronics,Wireless Earbuds,164.36,1,0,164.36,Central Anatolia,Website,2
ORD-10285,2025-04-09,Sports & Outdoor,Fitness Band,489.17,1,0,489.17,Mediterranean,Website,4
ORD-10522,2025-04-10,Apparel,Basic T-Shirt,60.59,1,0,60.59,Aegean,Website,5
ORD-12126,2025-04-10,Apparel,Cap,231.58,1,0,231.58,Central Anatolia,Mobile App,5
ORD-11023,2025-04-11,Apparel,Sports Shorts,315.24,1,0,315.24,Central Anatolia,Website,4
ORD-10621,2025-04-12,Beauty,Moisturizing Cream,342.86,1,10,308.57,Marmara,Mobile App,5
ORD-10246,2025-04-12,Home & Living,Throw Blanket,303.28,1,0,303.28,Aegean,Mobile App,3
ORD-11480,2025-04-12,Home & Living,Storage Box Set,157.66,1,0,157.66,Mediterranean,Mobile App,2
ORD-12197,2025-04-12,Beauty,Lipstick,106.46,2,0,212.92,Central Anatolia,Mobile App,4
ORD-10244,2025-04-12,Beauty,Shampoo,290.31,2,10,522.56,Black Sea,Mobile App,3
ORD-11962,2025-04-13,Apparel,Basic T-Shirt,270.0,2,0,540.0,Central Anatolia,Website,3
ORD-10314,2025-04-14,Beauty,Sunscreen,360.34,1,0,360.34,Mediterranean,Website,4
ORD-11752,2025-04-15,Electronics,Phone Case,528.34,2,0,1056.68,Black Sea,Website,4
ORD-11358,2025-04-15,Home & Living,Candle Set,168.09,2,0,336.18,Marmara,Mobile App,4
ORD-11109,2025-04-15,Beauty,Lipstick,148.99,1,0,148.99,Aegean,Mobile App,5
ORD-10602,2025-04-16,Beauty,Moisturizing Cream,247.55,2,30,346.57,Southeastern Anatolia,Mobile App,5
ORD-10666,2025-04-16,Apparel,Sports Shorts,145.95,2,0,291.9,Mediterranean,Mobile App,5
